tweets,label
jajajaja que maricon este wey se la vive tirandole a mis tigres y le va al queretaro cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa URL,P
pero pues esta bien no aclaro que lesbiana de las bonitas de las que salen en las porno y asi no de las de tacubaya,P
todd phillips director de la pelicula del joker ya aclaro que este no estara basado en los comics de dc sino de su propia adaptacion e interpretacion avisados estan para que no anden de pinches maricas llorando en sus redes sociales possers URL,P
puto maricon idiotas y corruptos todos para que lo tienen de pie URL,P
eres un corriente homosexual de closet siquiera reconocelo a nadie le importa,P
pero quien cono iria a ver a este asqueroso travesti pitudo maullar cara con mascarilla medica URL,P
solo los jotos URL,P
un punal mugroso,P
por grito homofobo fifa multa a mexico por mas de dos millones de pesos URL via ya esta bien de defender a los homosexuales que lo unico a lo que nos van a conducir es a la destruccion de la familia depravados basta de su protagonismo,P
cavazos y el que te puede decir este pendejo que viene a veces a monterrey engrandecido a jotos pendejos URL,P
ahora si apuesta maricon tu milan volvera a llorar en octavos jajaja,P
el mariconcito de emilio ataco con alevosia y ventaja como buen joto,P
no me deja de doler la panza por todo lo que he comido cara de frustracion que paso amigo donde quedo ese estomago de hierro nos estamos poniendo medio gays,P
tu cola yo solo respeto a las lesbianas y mujeres bisexuales jajaja los jotos que,P
maricon jajajaja URL,P
morirse en una clase de la escuela es pa jotos,P
no tengo nada en contra de los trans pero me da mucha risa que ensenan todo si en realidad fueran mujeres quiza no se atreverian cara llorando de risa,P
un maricon barbaro,P
mariquita,P
sin ser joto,P
como siempre asnos maricas en primera fila hasta parece que su frustracion viene de familia y como siempre la senora en buen talante dando lo que a otros les molesta un consejo,P
senor le sienta bien la television deberia ser conductor de tv nomas hable con mas huevos que se escucha como joto jajaja,P
un mariquita menos,P
eduardo verastegui termino de mayate de politicos le deja mas que trabajar en televisa,P
no tarda en que las jotas liosas se pongan a hacer comparaciones al URL cara saboreando comida URL,P
no sean maricas vamos a comprar otro mejor para empezar a escribir historias cara feliz con ojos sonrientes,P
no tiene es punal,P
te cortaste el pelo marica,P
para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de gays etcc cara sonriendo con gafas de sol pulgar hacia abajo meenamorosi,P
de cada hombres son gays de los restantes son mayates y los ultimos se les podria llamar hombres que le esta pasando al mundo,P
por que salio libre el puto,P
me sacaron una muestra de sangre gota de sangre en la tarde y mi brazo aun siente dolor soy tan pinche maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy HASHTAG HASHTAG HASHTAG HASHTAG URL,P
ya se te quito lo marica sentida,P
nodal es la lesbiana intensa de la relacion siono URL,P
HASHTAG puro gusto nada por depresion eso es para maricas xd,P
ano que chica mas guapa ojala este soltera ano que guapa ojala no sea feminista transgenero bisexual lesbiana pansexual,P
y los supuestos audios que tenia la agresion a los aficionados es todo un maricon ese pepillo hanan,P
ay ay tu las traes maricon,P
ando de mariquita oyendo musica romaurl saben quien soy ahora,P
ya ves no dejas de ser el gordito sentimental de ofensiva jajaja que gay,P
se volvio transgenico y transgenero y ahora tuitea con el arroba de lizmenita,P
maricon de mierda,P
no se la cogio porque tenia maldito marica,P
manana podran salir todos ya que no habra delincuentes todos estaran crudos o borrachos porque gano su equipo de maricas,P
fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica puto miedos de mierda maricon,P
mario es un puro maricon ese puto maricon ya tiene disco de oro tdfw cara sonriendo con gafas de sol mano haciendo el signo de cuernos tono de piel claro medio ale mano haciendo el signo de cuernos tono de piel claro medio URL,P
no sea joto cara de desaprobacion,P
amigos que te dejan en la peda no son amigos y de una ves chinguen a su madre pinches putos,P
la verdad ricky es el mejor amigo hombre que todos deberian tener yo lo quiero mucho que bueno que no tiene twitter porque luego me da un putazo por joto palo de corazones,P
es un castigo por tanto joto que hay en cdmx,P
desde cuando puto se hizo sinonimo de gay joto punetas marica bombillo manocaida no sean hipocritas puto es puto y ya,P
sere breve pinches americanistas maricas,P
bueno pues ya paso la euforia papa ahora si dime este vestido es blanco o azul que me vale verga el color ya quitatelo pinche maricon,P
de los hombres eh we eres bien marihuano verdad cabron te vez bien pinche lil pump de las mujeres hay te vez super lindo y nino bueno de las mujeres vi g erito de ojo de color y dije ha de ser bien pinche puto siempre siempre,P
que renuncie este estupido presidente antiporfirista y que renuncien todos los del senado de la republica por permitir que los maricas y lesbianas y transexuales sean respetados deben ser fusilados,P
me hace falta beber contigo hoy coincido mucho la neta si es de maricas,P
no chille jota,P
siempre es sabido que siempre se burlaban de renata hasta que ella en un antro le avento una cheve a jose y estos la quemaron en las redes por naca y salvaje ella solo se defendio del bullying que ese joto le hacia,P
bandera espana soy homosexual bandera estados unidos i m gay bandera italia sono omosessuale bandera francia je suis gay bandera alemania ich bin homosexuell bandera arabia saudi bandera mexico vamos vamos america que esta noche tenemos que URL,P
el joto magallanes cabeza parlante cabeza parlante,P
y para que nunca se te olvide champions reyes de europa sigue mandando fotos de tu pito pinche joto,P
no tiene nalgas si es lesbiana jajaja,P
ahi si me dijo mariquita me dijo la vestida jajajajja jajajaja que nena eres HASHTAG,P
oye ya les dijiste a tus padres que eres homosexual no pero ya me inscribi en la facultad de comunicacion,P
papa a que hijo quieres mas son mis hijos a los dos los quiero por igual pero somos tres si pero el maricon no cuenta,P
para mi que son los maricas amarillos que se hacen pasar por rayados para crear un mal ambiente en torno de mis rayados,P
eso es lo mismo que decir aquel que santifica la fiesta no esta pecando y adentro de la casa tienen orgias y todo el pedo no URL alguien que nace hombre o mujer en esencia siempre lo sera aquel que se enamora de un trans es gay a huevo closetero pero lo es URL,P
si oswaldo sanchez es nefasto verlo berrear me genera nausea HASHTAG,P
recuerda que los allegados y compadres amantes mayates y todo influyente con la actual administracion lo puede hacer menos la gente,P
de mi parte avila chingas a tu puta madre me gustas para puton y ojete,P
el tiene como semana sin URL debe andar pedo pinche tigre joto,P
ahora resulta ke ser lesbiana es un orgullo cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa no mamen ke la lleven a un exorcismo,P
wey quien en su sano juicio dedica como cancion de amor i ll never love de gaga js es una cancion de despedida no una cancion romantica para dedicar a tu pareja actual ni para eso sirven maricones URL,P
esos weyes que tienen cejas de travesti sabe que me dan como la jota de la tele,P
jaja que maricon,P
una botella de alchol para este borracho pendejo q en su secsenio nunca bajo mucho menos en el del maricon de pena,P
como me caga que siempre que hay ventaja se convierten en unos putos maricones y ahi es donde nos friegan carajo,P
oh rayos ya vino el joto,P
ahora ya se porque odio tanto a mi URL le va a america el mariquita este cara con ojos en blanco,P
espero que aguante por lo menos dias y que no salga con que lo suplanta el primo de un amigo o el jotito alzarraki loretito o url amen brozo o jorge ramos ciro o URL ver si levantan audiencia con rifas de URL URL,P
que joto queriendo hacer un gol fingiendo una falta HASHTAG,P
por fin saliste de tu escondite mariquita URL via,P
al menos no es pa jotos amigo,P
mauro marica jajaja okok,P
e joto invitate a ver el juego el sabado jijiujiuj,P
veerga y hay quien cree eso que este idiota maricon hizo algo bueno por chiapas digo ademas de amlo y sus millones de idiotas,P
homosexual persona que le gusta otra persona de su mismo sexo puto el que lo lea HASHTAG HASHTAG,P
pinche joto,P
ya casi es junio y tu sigues de puta HASHTAG,P
transitan echandote las luces largas segun tienen prisa te rebasan a lo menso y adelante los alcanzas en el semaforo tan mas HASHTAG,P
conclusion los krause tienen miedo de perder el chayote en el proximo sexenio y como se que no me va a contestar por que no soy digno de preciado tiempo sin llorar mariquita,P
no llore joto jaja,P
pulgar hacia arriba asi es nomas que no sean de caballero o de ninas y estamos bien por que seremos medio pervertidos pero ni pedofilos ni raritos y vengan mas culos de viejas buenisimas no importa colos tamano ni preferencias politicas religiosas o futbolisticas,P
pinche viejo joto tienes como anos yendo a tocadas sabes que te van a empujar aguantese,P
pinches jotos HASHTAG HASHTAG HASHTAG URL,P
ahi vas de joto a ponerte aretes y pulseras no te digo si nomas buscas oportunidad jajaja,P
me retracto suena marica pero no esta mal este material de HASHTAG URL,P
weey pero esque pinche gays y lesbianas dan un mal ejemplo cara con ojos en blanco URL,P
un joto mas feo que otro,P
maricas ustedes yo no,P
jaja hay un vato hembra en mi carrera en la tarde que parece transexual dice que es mujer pero trae paquete,P
parece joto jajajajaja,P
esto esta mas montado que el pito de una drag URL,P
es un homosexual reprimido y por eso esta resentido con la vida URL,P
aca ando y joto el que diga me traes tequila,P
el transexual me bloqueo en instagram cara mareada URL,P
se paso de URL y putito URL,P
no lo tomen en cuenta los va a dejar plantados el maricon pocos huevos este URL,P
solo quiere llamar la atencion el joto,P
cuando los amigos jotos de tu novio te quieren matar con la mirada,P
gool gool rayado maricon,P
no sea joto,P
asi nuestro mexico que consulta a un charlatan y transexual para ver como le ira este ano dan hueva paisanos HASHTAG,P
jajaajajajaajajajajaa estos jotos no le temen a dios URL,P
me da mucha risa cuando las lenchas se creen un chingo cuando en realidad nadie las pela HASHTAG,P
esta el joto que siempre se me queda viendo hombre con la mano en la frente tono de piel claro,P
putos hombres we que bueno que no eres joto,P
jajaja tenian que ser jotos y amargo y tienes una foto de rayados jajaja,P
excelente vamos contodo manana a ganar el HASHTAG y a callarles el hocico de perras con cuernos a los maricones de chivas,P
puto pelon de mierda los odio mueranse a la verga putos chacon y ustedes putos corruptos a la mierda los odio,P
te hablan gt puto,P
grandisimo patan corriente y maricon,P
ahora si verdad mariquitas y la seguridad de los ciudadanos cuando la vas a reforzar,P
habra homosexuales que no se sientan y que piensen algun dia en ser serios horita pronto seguimos en la busqueda,P
