index,tweets,label
291,Pide a @Disney que no adoctrine a nuestros hijos con ideología de género en sus programas infantiles. FIRMA:  url …,P
292,"Jefe, ese puñal es un botarate o sea, un PENDEJO. Saludos. url",P
293,"Me caga sentir tanto por alguien,me caga el solo echo de sentir,me siento tan marica.",P
294,@callodehacha @berthisbonita Se me hace que eres puñal,P
295,@xevtfm si puro joto andaba chupando caña,P
296,"Los hubieras abrazado, joto url",P
297,@Enrique_Loopez Nmms aguante 2 Maricon!!! 😂,P
298,#MexicoVsDominicana como se ve q todo está arreglado para q México gane es falso y Rosique no seas puñal Mao guau no seas puto cabron,P
299,Porqué será. url de maricones. ...😠😬 url,P
300,@Juan_MHM No seas joto,P
301,@BarbaraDurango @amelia_waldorf Desafortunadamente la mayoría de las personas proyectamos nuestros traumas y carencias en alguien más y eso no está para nada cool y súmale que los gay tienen complejo de Regina George. 🤷🏽‍♀️,P
302,@RusoZamogilny Antes les decían la Margaritas del Atlas hoy son LAS MARIQUITAS LIMOSNA PUNTOS!!!,P
303,"@mickemeda Aplica de cualquier modo, si muchos homosexuales michoacanos fueron a cedemex se desequilibró la balanza dejando una concentración anormal",P
304,Puto el que lo lea.,P
305,@Alex_16ec @sopitas @greciaplg Pensé que ya no podías ser mas joto ahha,P
306,@cperaza @aletzbravo como tu no puedes MARICON,P
307,@iyaroboxander JAJAJA Ni el odio de dios combinado al tuyo le quitará lo travesti que se ve Jared.,P
308,@leftkist @realAnthonyUSA Si fueras hombre te agarro a madrazos @realAnthonyUSA . Así que mejor te madreo a puras cachetadas. #puñal,P
309,Pinche estupido marica wey quítate del aparato alv 😑,P
310,Puto url,P
311,"Si no traes un peinado de Gokú, entonces no eres lesbiana",P
312,"@luisa_2105  jajaja, es que las lesbianas me dan miedo :(",P
313,@DDDoubleTrouble ¿Cuando van a subir vídeo? par de maricones 😇,P
314,"Cc tu crush de la primaria te habla como si fueran los mejores amigos del mundo, jajaja JOTO!!! ya ni me acordaba de tu existencia, no mms.",P
315,Mariquita url,P
316,@santigg108 eres un maricon,P
317,@RICARDOPELAEZ9 marica,P
318,"Sabía que eran maricas, pero no tan descarado!!! 😂😂😂😂 url",P
319,@victormonroy1 P.D. Activa la cuenta de puto grupito pinché maricon cobarde,P
320,"La chinita sigue creyendo que el Frank es ""hombre""

Hasta mayate tiene en el gimnasio.",P
321,"Porque van a trabajar a una oficina con una cangurera? Aparte de verse maricones van a hacer ejercicio?
No mamen pinches nacos",P
322,"@aurelionuno A ti lo que menos te importa es la niñez mexicana, los utilizas para escudar tus mezquinos intereses, pinche mayate.",P
323,@bizbiriije @10APG @TigresOficial @gracieve @bizbiriije @10APG @TigresOficial  otro jotito rayado enamorado que quiere que le contesten jaja,P
324,@Matador08640286 @carwega Jajaja todo un mayate papi dile a tu presidentito jajaja los de la marina parecen mayates bueno son,P
325,"Ya cortate el pelo, gay! @ Mexicali, Baja California url",P
326,@Lexpedraza si pero en puñal,P
327,Sigues siendo el mismo marica de siempre,P
328,Maricon  @puliidooo url,P
329,@Snakenoe25 @nerazzuro maciones del pinche url Aizen GAY!!!,P
330,@entron82 ¿Putito te refieres a mi?,P
331,Tantos tatuajes y yo taaaaan pobre y marica al dolor 😖,P
332,Pinche maricon pendejo!!!!! Neta ojalá que se url🤬🤬🤬🤬 url,P
333,Ya cualquier puñetas crítica a lo pendejo y a la hora de responder url Pinches jotos,P
334,@Pierre_C97 @vEdgar45 @pptnlk @MonchePepe @InvictosSomos Si la verdad se ve muy joto ese!!! 🙈🙄🤣,P
335,"@KMbappe @neymarjr Nel mi #Mbappe, que chingue a su madre el putito de 💩 de #Neymar, un #AigrecitoJuerte y se cae pinque mariquita de miércoles #ALV",P
336,Pinche grupito de puros putos no mmes,P
337,“@imCarlitoo: No traten de ocultar que les gusta que le metan el pene por la cola. Eso es #SerPrincesoEs puro afeminado.”,P
338,"@benemeritosGC fanaticos y mariquitas es lo que son todos ustedes y además son capaces, seguro, de organizar un golpe. Vigilar a estos enfermizos:@policia @guardiacivil @zoidoJI",P
339,@EvySoto Sí la costeña tiene chile es #transgenero jajajajjajjaaja,P
340,@caderas_blancas @FerLeon_Mx @callodehacha @lopezobrador_ Mira nomás! Y el hombre trans tiene escroto? Digo aprovechando el comentario,P
341,@Lunaazulada_ Será a los jotitos.??ellos prefieren las banderillas.🤣🤣🤣🤣,P
342,Vergas con el Gay que me acaba de hablar?,P
343,Quien no entiende el sarcasmo cuando le toca es marica,P
344,@DavidPechSosa porque siempre me insultas :( .. MARICON! .I. No veniste a casa de h u.u,P
345,Machorra y americanista 🤔,P
346,@Erik__Ra No uso desodorante ni artículos homosexuales yo huelo a hombre,P
347,"@MundoLGBTTTI @LGBT @Sexybootyshd @DiosasLesbianas Por mi se pueden morir, no tengo conveniente. @Gay_of_europa url",P
348,Adivinen quien maricas me dejaron sola viendo Anabell por qué les dio miedo 😶  si mis hermanos 🤭🥺,P
349,@lopezdoriga Ahora ya eres tigre maricon. Pinche vendido si quieres vente te pago el boleto para que veas coronarse a las Chivas,P
350,@Cruzhdz_Sergio @FelipeCalderon @MexLibre_ Chinga tu madre! Puto marica ni foto tienes! Cuando ofendas mínimo da la cara. Pocos huevos!,P
351,Donde estan los maricas?,P
352,La jota cajera casi me avienta el dinero cuando le dije que no quería redondear. 😂,P
353,@Betitodiaz1 y sí es travesti? Jajajajaja broma,P
354,"Al final de la transmisión del Cazul-Ame por la App de @TD_Deportes ponen a @CarlosLoret a hablar mal del @lopezobrador_ , televisa eres una arrastrada, que hace el coyon en un programa de deportes? Por eso te quieren dejar sin dientes marica #RedAMLO #LoDiceElSultánDelNorte",P
355,"Beto y Enrique de Plaza Sésamo eran pareja, tenían que salir con esto. ¡Por favaar, a fuerza  tiene que ser todo gay!",P
356,"@Zangavii @Zangavii será gay solo así se entiende su accionar de por sí tienen fama de maricones, no piensa le gana la emoción",P
357,@Tavaresmaxima los de las chivas son jotos ponga molotov la de puto para todos los chivas,P
358,"@torosytoritos54 @GuillermoLuja16 @labarquerag70 @05Cesgar @molotovmx @AlfredoJalifeR_ @orazioaguirre @EPalmaM1 @julioperezBPC @Navegaciones @aguirrevictorh @vindicta69 @angelica9091 @JoseAMeadeK @LVidegaray @EPN Es gay, yo respeto pero que no ande de ofrecido.",P
359,@metik Pinche puto. Y seguramente se mete otras cosas,P
360,@FulanitOArteaga o sea que es un wey qué le gusta recibir y que no es obvio o afeminado. Qué eso no lo sabes tú maricón?,P
361,Me he vuelto muy marica con las películas de amor. Me odio.,P
362,Buenos dias Js Closeteras y Obvias ya es Diciembre deseo de corazón que se vayan a la berga este dia y mes 🖕🏻,P
363,"Son unos abusivos, pero con los delincuentes se portan como mariquitas. url",P
364,"@Luzkabrona no sabía que eras lesbiana aunque sí tienes como tipo de machete, pero me sorprende que te encueres😷😷",P
365,"@FlamInkgoes ufas amigos, si no fuera algo muy gay te declaramos nuestro príncipe.",P
366,Para qué ser una jotita discreta si puedes ser hetero-moderna.,P
367,"Las de Kittie parecian lesbianas, no como las mystica girls, ellas son bien femeninas",P
368,"No sean maricas, cuando ustedes redactan spoilers o los comparten si les da mucha risa. Ahora todos quieren llorar por spoilers de Star Wars",P
369,"@GranTocin0 Por fin se te quito lo puto, celebro.",P
370,"@Fernanfloo eres un guevon y maricon que no haces lo que te dije
juega otro nivel que no sea online en geometry dash y si lo vez ya te dije",P
371,"noche de sushi, es lo mas gay",P
372,"Felicidades a todos los jotos que si bien no son madres, han cargado con los chavitos de otro 😘",P
373,Maricon de mierda,P
374,@Tadeo0R no no !!! Esq la marica de @Eolarra  salió con sus cosas a la mera hora y ya no pude hacerte invitación ! #tQhija,P
375,@aIex_doe @pinchebigjuan @TigresOficial @TheHomeDepotMx @dulcegmontoya Jajaja que joto!,P
376,"Si se va a vestir de puta como todos los años en halloween por lo menos en este año si PÓNGANSE DESODORANTE, luego anda bien HEDIONDA CON su suspensorio y arnés imitación piel todo sudado, lleno de meco de desconocido. RESPETO",P
377,Puto viejo joto alvvvvvvv pícate el culo con tu punto formato a3 y las vergas esas de ishikawa me la pelan alv pendejo metete el 6 por la verga alvvvvvvvvv,P
378,"¡QUÉ POCA MADRE! ¡PERO EL JOTO @ManceraMiguelMX Y LA MACHORRA DE LA @CDHDF PREFIEREN DEFENDER A LOS MALDITOS DELINCUENTES!

#PenaDeMuerteYa url",P
379,Te dijeee!!! Borrado por fín y tambien de la selección con su lesión de marica tambien borrado @Fer_capital  url,P
380,"Si vas directo al grano se ofenden, si es conversación normal te url nada les parece (y por la forma en responder es una travesti loca) 🤔 url",P
381,O ya mejor me hago puto,P
382,"Que mamada eh !
Seguramente todos los que irán a esa pendeja marcha , son mas closeteros que nada! #MarchaPorLaFamilia",P
383,Maricas url,P
384,Si algo me castra el wuevo son los maricas con complejo de Paris Hilton (osea el 90% de los homosexuales).,P
385,jotos de gdl con aires de diva no plz,P
386,"A poco se acabaron las prostitutas y maricones en televisa,que tienen que sacar esta mamada otra vez? #BigBrother",P
387,Ya tiene cara  el maricon cobarde pocos huevos @AccionNacional  UAEM url,P
388,Nunca había visto a tanto maricon reunido.,P
389,JAJAJAJAJAJAJA MARICA DE MMMMMM url,P
390,@AmairaniOrtega No los bebés son una bendición y tienen derecho a vivir cierra tus piernas lesbiana solo profanas el odio a dios te vas a ir al infierno satanas es tu pastor que culpa tiene ese angelito de tu calentura te hubiera gustado que te abortaran? Maldita estupida sologenerasodio muerete,P
391,"HUELE A JOTO (@ Playa de los Muertos in Puerto Vallarta, Jalisco) url",P
392,@rubikbrain cuando te cases puto url,P
393,Me dan mucha risa los memes de la jota de caso cerrado 😂😂😂,P
394,"Vas a ir ?
Si vas a ir? 
Pero a url a tu mamy por maricon!",P
395,¡¡Chingó a su madre nuestra puta moral!!,P
396,¿Tus papás saben que juegas a la bisexual en internet?,P
397,"JAJAJAJA QUE MARICÓN 

EStE WEY SE LA VIVE TIRÁNDOLE A MIS TIGRES Y LE VA AL QUERÉTARO 😂😂😂😂😂😂 url",P
398,@_ItzelArizpe pero pues esta bien. No? Aclaro que lesbiana de las bonitas. De las que salen en las porno y así. No de las de Tacubaya,P
399,"Todd Phillips, director de la Película del  Joker, ya aclaro que este no estará basado en los cómics de DC sino de su propia adaptación e interpretación

Avisados están para que no anden de pinches maricas llorando en sus redes sociales.. Possers url",P
400,@LVidegaray Puto-Maricón @EPN @rgilzuarth @ildefonsogv Idiotas y corruptos todos @SEDENAmx Para que lo tienen de pie url,P
401,@ESTiosBuenos @HoIaSoyGermam eres un corriente homosexual de closet siquiera reconócelo a nadie le importa,P
402,Pero quién coño iría a ver a este asqueroso travesti pitudo maullar? 😷 url,P
403,Solo los jotos. url,P
404,@JTrianaT @ElJuntapalabras Un 'puñal' mugroso,P
405,"Por grito homófobo FIFA multa a México por más de dos millones de pesos url vía @regeneracionmx
Ya está bien de defender a los homosexuales que lo único a lo que nos van a conducir es a la destrucción de la familia, DEPRAVADOS basta de su protagonismo",P
406,"@_LASNOTICIASMTY @Katerin Cavazos y el @jotoprieto Qué te puede decir este pendejo que viene 3 a 4 veces a Monterrey , engrandecido a jotos pendejos url",P
407,Ahora si apuesta maricon @turko_dager  tu Milán volverá a llorar en octavos jajaja,P
408,@Ricardo_Jaar El mariconcito de Emilio atacó con alevosía y ventaja! Como buen joto!,P
409,No me deja de doler la panza por todo lo que he comido😖Que pasó amigo? Dónde quedó ese estómago de hierro? nos estamos poniendo medio gays.,P
410,@Bob_Chavez tu cola :/ yo solo respeto a las lesbianas y mujeres bisexuales •3• Jajaja los jotos que.,P
411,Maricon! Jajajaja url,P
412,Morirse en una clase de la escuela es pa' jotos,P
413,"No tengo nada en contra de los trans, pero me da mucha risa que enseñan todo. Si en realidad fueran mujeres quizá no se atreverían. 😂",P
414,@bta_Demian Un maricón bárbaro.,P
415,@DanielaLepe_P Mariquita,P
416,@43Danielsh sin ser joto,P
417,"@BeatrizGMuller Como siempre asnos maricas en primera fila, hasta parece que su frustración viene de familia. Y como siempre la señora en buen talante dando lo que a otros les molesta un consejo.",P
418,"Señor @eliabito le sienta bien la televisión, debería ser conductor de tv, nomas hable con más huevos que se escucha como joto jajaja",P
419,@_elan_ @OsirisMiguel Un mariquita menos :3,P
420,"@johnerencastle Eduardo Verástegui terminó de mayate de políticos, le deja más que trabajar en Televisa.",P
421,No tarda en que las jotas liosas se pongan a hacer comparaciones al url 😋 url,P
422,"@marianadurazom @CrisRivera22 No sean maricas, vamos a comprar otro mejor para empezar a escribir historias. 😊",P
423,"@lord_inario No tiene, es puñal",P
424,@DanielGCalderon te cortaste el pelo marica ?,P
425,Para que hacer corajes no vale la pena hay mejores cosas que ver en la tele tengo cable y yo viendo pendejadas de  gays etcc😎👎#MeEnamoroSi,P
426,"3 de cada 10 hombres son gays, 4 de los 7 restantes son mayates y los 3 últimos se les podría llamar hombres. 
Que le esta pasando al mundo?",P
427,@mrAndresPuentes por que salio libre el puto ??,P
428,Me sacaron una muestra de sangre 🩸 en la tarde y mi brazo aun siente dolor. Soy tan pinché maricon para todo lo que implique agujas en mi cuerpo que me da harta risa cuan joto soy #inyeccion #muestradelaboratorio #sangre #MTY url,P
429,@Lalord_ Ya se te quitó lo marica sentida?,P
430,"Nodal es la lesbiana intensa de la relación.

Siono.

@elnodal @belindapop url",P
431,"#MePongoBorrachoPor puro gusto, nada por depresion eso es para maricas! xD",P
432,"Año 2008: qué chica más guapa, ojalá esté soltera.

Año 2017: qué guapa, ojalá no sea feminista, transgénero,  bisexual, lesbiana, pansexual",P
433,@Enfranjados_DC @RayValenciaT Y los supuestos audios que tenía. La agresión a los aficionados. Es todo un maricon ese Pepillo Hanan,P
434,@gerrykan @MarcoFabian_10 ay! ay! tú las traes. Maricón.,P
435,Ando de mariquita oyendo música romáurl saben quien soy ahora ?,P
436,@Sigfridoma @dan_sfn Ya ves!!!!! No dejas de ser el gordito sentimental de la@línea ofensiva jajaja QUE GAY!!!!!,P
437,@Ivanecia_ Se volvió transgénico y transgenero y ahora tuitea con el arroba de Lizmenita,P
438,@REFORMACOM maricon de mierda!!! @EPN,P
439,No se la cogió porque tenía 19 maldito marica!,P
440,"Mañana podrán salir todos! ya que no habrá delincuentes! todos estaran crudos o borrachos, porque gano su equipo de maricas",P
441,"fernanfloo no as hecho lo que te dige de geometry dash que juegues otro nivel que no sea online o eres marica, puto miedos de mierda maricon",P
442,"-Mario es un puro maricon
-Ese puto maricon ya tiene disco de oro
TDFW 😎🤘🏼

-Ale🤘🏼 url",P
443,@SussiZambar no sea joto 😒,P
444,"Amigos que te dejan en la peda, no son amigos, y de una ves chinguen a su madre, pinches putos.",P
445,"La verdad Ricky es el mejor amigo hombre que todos deberían tener, yo lo quiero mucho. (Que bueno que no tiene Twitter porque luego me da un putazo por joto) ♥️",P
446,@javierbaez_ Es un castigo por tanto joto que hay en CDMX.,P
447,"Desde cuando puto se hizo sinónimo de gay, joto, puñetas, marica, bombillo, manocaida? No sean hipócritas @FIFAcom puto es puto y ya.",P
448,Seré Breve: Pinches americanistas maricas.,P
449,"—Bueno, pues ya pasó la euforia papá, ahora sí dime, este vestido es blanco o azul?
—Que me vale verga el color ya quítatelo pinche maricón!",P
450,"100% de los hombres: ""eh we. Eres bien marihuano verdad cabron, te vez bien pinche lil pump""
75% de las mujeres: ""hay te vez super lindo, y niño bueno""
15% de las mujeres: ""vi güerito de ojo de color y dije 'ha de ser bien pinche puto' ""

Siempre, SIEMPRE",P
451,"@Kali_ta Que renuncie este estupido presidente antiPorfirista, y que renuncien todos los del senado de la Republica por permitir que  los maricas y lesbianas, y transexuales sean respetados. DEBEN SER FUSILADOS.",P
452,"@jwanpi @SanCadilla @BocaJrsOficial Me hace falta beber contigo. Hoy coincido mucho, la neta sí es de maricas.",P
